model,fold_index,group,test_rows,mae_eV,mse_eV2,rmse_eV,r2,mae_nm,mse_nm2,rmse_nm
xgboost_original_params,60,Ca2SnO4,1,0.5884757156372071,0.34630366789472306,0.5884757156372071,,57.71211952877195,3330.6887405032608,57.71211952877195
train_mean_baseline,60,Ca2SnO4,1,0.24614325842696605,0.060586503669044195,0.24614325842696605,,21.853992011781827,477.5969668510239,21.853992011781827
train_median_baseline,60,Ca2SnO4,1,0.2150000000000003,0.04622500000000013,0.2150000000000003,,18.92590896414373,358.190030119056,18.92590896414373
xgboost_original_params,61,Ca2ZnSi2O7,1,0.2051264286041259,0.04207685171188356,0.2051264286041259,,20.226550692289152,409.11335290774275,20.226550692289152
train_mean_baseline,61,Ca2ZnSi2O7,1,0.033547752808988474,0.001125451718532994,0.033547752808988474,,3.1510417291638078,9.929063978931639,3.1510417291638078
train_median_baseline,61,Ca2ZnSi2O7,1,0.0030000000000001137,9.000000000000683e-06,0.0030000000000001137,,0.27942093820780656,0.07807606070893085,0.27942093820780656
xgboost_original_params,62,Ca3(BO3)2,1,0.011891086578369237,0.000141397940014273,0.011891086578369237,,1.2194489932546162,1.487055847149697,1.2194489932546162
train_mean_baseline,62,Ca3(BO3)2,1,0.1339213483146069,0.017934927534402262,0.1339213483146069,,13.180248343184246,173.71894638801106,13.180248343184246
train_median_baseline,62,Ca3(BO3)2,1,0.16549999999999976,0.02739024999999992,0.16549999999999976,,16.147172789890647,260.7311891065849,16.147172789890647
xgboost_original_params,63,Ca3La3(BO3)5,2,0.09933738040924078,0.010002360106623948,0.10001179983693897,0.8911835273295041,9.426700477494649,94.76330438916577,9.73464454354476
train_mean_baseline,63,Ca3La3(BO3)5,2,0.31800000000000006,0.10390648820472126,0.32234529344279444,-0.006457975566897423,29.510242347611836,876.4783598743606,29.60537721216132
train_median_baseline,63,Ca3La3(BO3)5,2,0.31800000000000006,0.10160800000000005,0.3187600978792673,-0.00030959219122528303,29.510242347611836,871.1240131377742,29.514810064402823
xgboost_original_params,64,Ca3Lu2(GeO4)3,1,0.11006248474121083,0.012113750547409267,0.11006248474121083,,15.955048694570735,254.5635788461233,15.955048694570735
train_mean_baseline,64,Ca3Lu2(GeO4)3,1,0.7486432584269664,0.5604667283881457,0.7486432584269664,,89.37448872041233,7987.799234035111,89.37448872041233
train_median_baseline,64,Ca3Lu2(GeO4)3,1,0.7784999999999997,0.6060622499999996,0.7784999999999997,,92.17829889568475,8496.838787302197,92.17829889568475
xgboost_original_params,65,Ca3Mg(SiO4)2,2,0.2599491739273072,0.07111018521898946,0.26666493061328755,0.10543680984803239,23.358618793171672,558.2651838364127,23.62763601878979
train_mean_baseline,65,Ca3Mg(SiO4)2,2,0.2775000000000001,0.08814601189049781,0.2968939404745368,-0.09903677843557168,24.98128419844511,685.8699037818482,26.18911804131342
train_median_baseline,65,Ca3Mg(SiO4)2,2,0.2775000000000001,0.08255650000000009,0.2873264693689046,-0.03914966308011181,24.98128419844511,648.4964774756878,25.465593994165694
xgboost_original_params,66,Ca3Sc2(GeO4)3,1,0.15294221305847167,0.023391320535222943,0.15294221305847167,,22.446367828941845,503.83942871215544,22.446367828941845
train_mean_baseline,66,Ca3Sc2(GeO4)3,1,0.6343230337078651,0.4023657110923494,0.6343230337078651,,72.84011886795872,5305.682916698356,72.84011886795872
train_median_baseline,66,Ca3Sc2(GeO4)3,1,0.6644999999999999,0.4415602499999998,0.6644999999999999,,75.67425175693779,5726.592378972403,75.67425175693779
xgboost_original_params,67,Ca3Sc2(SiO4)3,1,0.43027647209167474,0.18513784243565776,0.43027647209167474,,58.28006572996833,3396.5660614894286,58.28006572996833
train_mean_baseline,67,Ca3Sc2(SiO4)3,1,0.8007893258426972,0.6412635443836016,0.8007893258426972,,97.35994183217201,9478.958273563918,97.35994183217201
train_median_baseline,67,Ca3Sc2(SiO4)3,1,0.8304999999999998,0.6897302499999997,0.8304999999999998,,100.14992237639484,10030.006951997912,100.14992237639484
xgboost_original_params,68,Ca3Si2O7,1,0.2651365718841552,0.07029740175048178,0.2651365718841552,,29.135875686451755,848.8992520163705,29.135875686451755
train_mean_baseline,68,Ca3Si2O7,1,0.3886348314606747,0.15103703222446702,0.3886348314606747,,41.24917527320076,1701.4944607192372,41.24917527320076
train_median_baseline,68,Ca3Si2O7,1,0.41949999999999976,0.1759802499999998,0.41949999999999976,,44.14849356334702,1949.089483912893,44.14849356334702
xgboost_original_params,69,Ca4GdB3O10,1,0.14440758132934572,0.0208535495453916,0.14440758132934572,,15.285660261235591,233.65140962191694,15.285660261235591
train_mean_baseline,69,Ca4GdB3O10,1,0.2662921348314611,0.07091150107309704,0.2662921348314611,,27.23746260777739,741.8793693100714,27.23746260777739
train_median_baseline,69,Ca4GdB3O10,1,0.2974999999999999,0.08850624999999993,0.2974999999999999,,30.169249817818354,910.1836345699328,30.169249817818354
xgboost_original_params,70,Ca5P3O12F,1,0.448500011444092,0.20115226026535066,0.448500011444092,,34.45227756076389,1186.959429123915,34.45227756076389
train_mean_baseline,70,Ca5P3O12F,1,0.633227528089888,0.40097710233082995,0.633227528089888,,51.12821511557729,2614.0943809047462,51.12821511557729
train_median_baseline,70,Ca5P3O12F,1,0.6010000000000004,0.3612010000000005,0.6010000000000004,,48.09728037504192,2313.3483794753924,48.09728037504192
xgboost_original_params,71,CaAl12O19,1,0.4586494483947754,0.21035931651283174,0.4586494483947754,,36.103533957054196,1303.4651641881655,36.103533957054196
train_mean_baseline,71,CaAl12O19,1,0.1298174157303369,0.01685256142690312,0.1298174157303369,,11.881770393067143,141.17646767356692,11.881770393067143
train_median_baseline,71,CaAl12O19,1,0.0990000000000002,0.009801000000000039,0.0990000000000002,,8.984584091598833,80.72275129901084,8.984584091598833
xgboost_original_params,72,CaAl2B2O7,1,0.29626011848449707,0.08777005780444824,0.29626011848449707,,26.487294943611403,701.5767934298622,26.487294943611403
train_mean_baseline,72,CaAl2B2O7,1,0.2591797752808991,0.06717415591465735,0.2591797752808991,,22.934479705238004,525.9903593499739,22.934479705238004
train_median_baseline,72,CaAl2B2O7,1,0.2280000000000002,0.05198400000000009,0.2280000000000002,,20.002933744217557,400.11735837555744,20.002933744217557
xgboost_original_params,73,CaAl2O4,1,0.2904603958129881,0.08436724153583772,0.2904603958129881,,31.12207364587914,968.583468019525,31.12207364587914
train_mean_baseline,73,CaAl2O4,1,0.0667331460674161,0.004453312784055092,0.0667331460674161,,6.444112296433616,41.52658328904693,6.444112296433616
train_median_baseline,73,CaAl2O4,1,0.09850000000000003,0.009702250000000006,0.09850000000000003,,9.428874309141122,88.90367073758146,9.428874309141122
xgboost_original_params,74,CaAlBO4,1,0.0943879032135011,0.008909076273041251,0.0943879032135011,,8.751022400071463,76.5803930465525,8.751022400071463
train_mean_baseline,74,CaAlBO4,1,0.006564606741573442,4.309406167151148e-05,0.006564606741573442,,0.6234068992619086,0.38863616204734747,0.6234068992619086
train_median_baseline,74,CaAlBO4,1,0.03849999999999998,0.0014822499999999983,0.03849999999999998,,3.6241444273573507,13.13442283034534,3.6241444273573507
xgboost_original_params,75,CaBPO5,1,0.11588651275634732,0.013429683838827049,0.11588651275634732,,7.743104940878368,59.95567412545499,7.743104940878368
train_mean_baseline,75,CaBPO5,1,0.7515589887640446,0.5648409135920333,0.7515589887640446,,59.04790862960999,3486.6555135307703,59.04790862960999
train_median_baseline,75,CaBPO5,1,0.7189999999999999,0.5169609999999998,0.7189999999999999,,55.9855198645314,3134.37843450184,55.9855198645314
xgboost_original_params,76,CaCO3,2,0.05189678192138669,0.002914601524117456,0.053987049596337974,0.03649415712564941,4.194974816066662,19.27527309640142,4.390361385626634
train_mean_baseline,76,CaCO3,2,0.2900788732394364,0.08717075269986099,0.29524693512356903,-32.28706729283832,25.414840769726112,665.9194828893452,25.805415766643737
train_median_baseline,76,CaCO3,2,0.25800000000000023,0.06958900000000011,0.2637972706454714,-25.076834376531234,22.398010786297306,521.6762387219031,22.840232895526768
xgboost_original_params,77,CaHfO3,1,0.09299566841125495,0.008648194343256081,0.09299566841125495,,8.634602142474137,74.55635415881895,8.634602142474137
train_mean_baseline,77,CaHfO3,1,0.08469101123595513,0.007172567384168677,0.08469101123595513,,7.8454710129337855,61.55141541478428,7.8454710129337855
train_median_baseline,77,CaHfO3,1,0.05400000000000027,0.0029160000000000292,0.05400000000000027,,4.960269019252166,24.604268743352847,4.960269019252166
xgboost_original_params,78,CaLa2B10O19,2,0.17028419494628877,0.044381865180572154,0.21067003863998354,0.5530633013910538,11.178131247244522,182.43660801727202,13.506909639783336
train_mean_baseline,78,CaLa2B10O19,2,0.6521070422535205,0.5122685945566345,0.7157294143436013,-6.390122171129635,51.07255288964424,3016.599052909237,54.92357465523558
train_median_baseline,78,CaLa2B10O19,2,0.6180000000000001,0.46894899999999995,0.6847985105123988,-5.612252667516576,47.863184867986064,2699.0778599507385,51.952650172544026
xgboost_original_params,79,CaLaGa3S6O,1,0.09891654014587381,0.009784481914430265,0.09891654014587381,,12.250172791604996,150.06673342417935,12.250172791604996
train_mean_baseline,79,CaLaGa3S6O,1,0.5029550561797755,0.2529637885368012,0.5029550561797755,,55.331733875648865,3061.600773685628,55.331733875648865
train_median_baseline,79,CaLaGa3S6O,1,0.5334999999999996,0.28462224999999963,0.5334999999999996,,58.20071791459401,3387.323565774144,58.20071791459401
xgboost_original_params,80,CaLaGa3S7,1,0.030391593933105643,0.0009236489817947837,0.030391593933105643,,4.0001961382932905,16.001569144816553,4.0001961382932905
train_mean_baseline,80,CaLaGa3S7,1,0.5641264044943823,0.31823860024775946,0.5641264044943823,,63.297998709386036,4006.636640613436,63.297998709386036
train_median_baseline,80,CaLaGa3S7,1,0.5945,0.35343025000000006,0.5945,,66.15075346831355,4375.922184425597,66.15075346831355
xgboost_original_params,81,CaMg3SiN4,1,0.24563588142395032,0.060336986242920984,0.24563588142395032,,40.8615466851129,1669.665997499661,40.8615466851129
train_mean_baseline,81,CaMg3SiN4,1,1.0093735955056182,1.0188350553039394,1.0093735955056182,,132.47817546153908,17550.466973618335,132.47817546153908
train_median_baseline,81,CaMg3SiN4,1,1.0385,1.07848225,1.0385,,135.2128486440394,18282.514438435912,135.2128486440394
xgboost_original_params,82,CaMgSiO4,1,0.13000991821289043,0.016902578833722457,0.13000991821289043,,11.683144203145616,136.495858471495,11.683144203145616
train_mean_baseline,82,CaMgSiO4,1,0.16391292134831392,0.026867445784938545,0.16391292134831392,,14.867872571609212,221.0536348056095,14.867872571609212
train_median_baseline,82,CaMgSiO4,1,0.133,0.017689000000000003,0.133,,11.961630904142396,143.08061388693443,11.961630904142396
xgboost_original_params,83,CaO,1,0.5128256130218505,0.26299010937123674,0.5128256130218505,,77.46374887061666,6000.632389089963,77.46374887061666
train_mean_baseline,83,CaO,1,0.9993455056179776,0.9986914395988514,0.9993455056179776,,130.66240532717063,17072.66416588183,130.66240532717063
train_median_baseline,83,CaO,1,1.0284999999999997,1.0578122499999996,1.0284999999999997,,133.39973710884004,17795.489860707636,133.39973710884004
xgboost_original_params,84,CaS,1,0.3406260528564453,0.11602610788456187,0.3406260528564453,,54.40603190864874,2960.016308044905,54.40603190864874
train_mean_baseline,84,CaS,1,0.9983426966292139,0.9966881399128907,0.9983426966292139,,130.48158925106299,17025.445133483114,130.48158925106299
train_median_baseline,84,CaS,1,1.0274999999999999,1.0557562499999997,1.0274999999999999,,133.219186894919,17747.35175694336,133.219186894919
xgboost_original_params,85,CaSO4,1,0.15876013946533174,0.025204781883051586,0.15876013946533174,,10.7370975284,115.28526333437338,10.7370975284
train_mean_baseline,85,CaSO4,1,0.5881011235955058,0.34586293157429643,0.5881011235955058,,47.99133000945653,2303.1677560765634,47.99133000945653
train_median_baseline,85,CaSO4,1,0.5560000000000005,0.3091360000000005,0.5560000000000005,,44.972388928456155,2022.5157659323258,44.972388928456155
xgboost_original_params,86,CaSc2O4,1,0.533284692764282,0.2843925635366947,0.533284692764282,,74.7195941951976,5583.017756695007,74.7195941951976
train_mean_baseline,86,CaSc2O4,1,0.8990646067415735,0.8083171670953803,0.8990646067415735,,113.23794534918414,12822.832266904816,113.23794534918414
train_median_baseline,86,CaSc2O4,1,0.9284999999999997,0.8621122499999994,0.9284999999999997,,116.00186539240536,13456.432774517732,116.00186539240536
xgboost_original_params,87,CaSi2(BO4)2,1,0.2137037849426271,0.04566930769880461,0.2137037849426271,,17.02140714518231,289.72830120206334,17.02140714518231
train_mean_baseline,87,CaSi2(BO4)2,1,0.22408146067415702,0.05021250101786378,0.22408146067415702,,20.008861774008153,400.3545494913647,20.008861774008153
train_median_baseline,87,CaSi2(BO4)2,1,0.19300000000000006,0.037249000000000025,0.19300000000000006,,17.086638881986346,291.9532282834076,17.086638881986346
xgboost_original_params,88,CaSi2(NO)2,1,0.08677767753601096,0.0075303653185439,0.08677767753601096,,9.058550096397084,82.05732984893562,9.058550096397084
train_mean_baseline,88,CaSi2(NO)2,1,0.12690168539325875,0.01610403775564962,0.12690168539325875,,12.464405770896406,155.3614112215556,12.464405770896406
train_median_baseline,88,CaSi2(NO)2,1,0.15849999999999964,0.025122249999999888,0.15849999999999964,,15.433193757060678,238.1834695429767,15.433193757060678
xgboost_original_params,89,CaSiN2,1,0.046581104278564656,0.0021697992758105147,0.046581104278564656,,6.7725583919147425,45.867547171894806,6.7725583919147425
train_mean_baseline,89,CaSiN2,1,0.7215674157303376,0.5206595354437578,0.7215674157303376,,85.34106720742466,7283.097752102172,85.34106720742466
train_median_baseline,89,CaSiN2,1,0.7515000000000001,0.5647522500000001,0.7515000000000001,,88.15205859302876,7770.785434188775,88.15205859302876
xgboost_original_params,90,CaSnO3,1,0.4238588523864748,0.17965632674637944,0.4238588523864748,,43.257302281821694,1871.1942007008963,43.257302281821694
train_mean_baseline,90,CaSnO3,1,0.3374915730337089,0.11390056186876728,0.3374915730337089,,35.26532422154003,1243.6430924503377,35.26532422154003
train_median_baseline,90,CaSnO3,1,0.36850000000000005,0.13579225000000003,0.36850000000000005,,38.17821483645133,1457.5760880982325,38.17821483645133
xgboost_original_params,91,CaYAl3O7,1,0.07311290740966792,0.005345497229894674,0.07311290740966792,,7.826592358966195,61.255547953428035,7.826592358966195
train_mean_baseline,91,CaYAl3O7,1,0.17704213483146036,0.03134391750568099,0.17704213483146036,,17.641314684951396,311.2159838134818,17.641314684951396
train_median_baseline,91,CaYAl3O7,1,0.2084999999999999,0.04347224999999996,0.2084999999999999,,20.596792119491568,424.22784561354996,20.596792119491568
xgboost_original_params,92,CaYAlO4,1,0.18576959609985355,0.03451034283510272,0.18576959609985355,,18.258944139778293,333.3890410995441,18.258944139778293
train_mean_baseline,92,CaYAlO4,1,0.15698595505617963,0.02464459008490085,0.15698595505617963,,15.552642809747795,241.88469836759978,15.552642809747795
train_median_baseline,92,CaYAlO4,1,0.1884999999999999,0.03553224999999996,0.1884999999999999,,18.513444340892306,342.74762136331736,18.513444340892306
xgboost_original_params,93,CaYBO4,1,0.3887744121551515,0.15114554354658363,0.3887744121551515,,40.07405040212649,1605.9295156321741,40.07405040212649
train_mean_baseline,93,CaYBO4,1,0.05159831460674136,0.0026623860702562584,0.05159831460674136,,4.8227621720384946,23.25903496804546,4.8227621720384946
train_median_baseline,93,CaYBO4,1,0.02100000000000035,0.0004410000000000148,0.02100000000000035,,1.946348138279518,3.788271075384146,1.946348138279518
xgboost_original_params,94,CaZrO3,2,0.26781224250793456,0.07884588726216696,0.28079509835851296,-6.8066796961092315,24.57238120973824,641.2491541833658,25.32289782357789
train_mean_baseline,94,CaZrO3,2,0.10714647887324014,0.019580367934933708,0.1399298679158017,-1.3927130823662268,10.69574523457294,196.54005287747475,14.019274334910303
train_median_baseline,94,CaZrO3,2,0.1399999999999999,0.027699999999999985,0.16643316977093234,-2.312066053668608,13.780987566089891,272.05670505130917,16.49414153726435
xgboost_original_params,95,Cs2CaP2O7,1,0.24853792190551793,0.06177109862511333,0.24853792190551793,,20.272538181167533,410.97580430689544,20.272538181167533
train_mean_baseline,95,Cs2CaP2O7,1,0.4096011235955057,0.16777308045070075,0.4096011235955057,,34.89838708848282,1217.8974213775844,34.89838708848282
train_median_baseline,95,Cs2CaP2O7,1,0.37800000000000056,0.14288400000000043,0.37800000000000056,,31.926879374351813,1019.3256265844112,31.926879374351813
xgboost_original_params,96,Cs2LiLaBr6,1,0.1535703449249266,0.02358385084036093,0.1535703449249266,,16.736477318099332,280.1096730192534,16.736477318099332
train_mean_baseline,96,Cs2LiLaBr6,1,0.32044382022471884,0.10268424192021193,0.32044382022471884,,33.311752254426835,1109.6728382603114,33.311752254426835
train_median_baseline,96,Cs2LiLaBr6,1,0.3514999999999997,0.1235522499999998,0.3514999999999997,,36.22916721647897,1312.5525571995945,36.22916721647897
xgboost_original_params,97,Cs2LiLaCl6,1,0.013456327438354343,0.00018107274812820796,0.013456327438354343,,1.3240549149649041,1.7531214178427195,1.3240549149649041
train_mean_baseline,97,Cs2LiLaCl6,1,0.07375280898876424,0.005439476833733144,0.07375280898876424,,7.136001054795599,50.92251105404391,7.136001054795599
train_median_baseline,97,Cs2LiLaCl6,1,0.1054999999999997,0.011130249999999937,0.1054999999999997,,10.118899354360167,102.3921241436706,10.118899354360167
xgboost_original_params,98,Cs2LiYBr6,1,0.05825805091857905,0.0033940004968317497,0.05825805091857905,,6.194477446907172,38.37155084024159,6.194477446907172
train_mean_baseline,98,Cs2LiYBr6,1,0.17303089887640466,0.029939691965976574,0.17303089887640466,,17.22164457607687,296.58504190471785,17.22164457607687
train_median_baseline,98,Cs2LiYBr6,1,0.2044999999999999,0.04182024999999996,0.2044999999999999,,20.17818681670684,407.1592232099218,20.17818681670684
xgboost_original_params,99,Cs2LiYCl6,1,0.07060026168823264,0.004984396950446929,0.07060026168823264,,6.831581824929231,46.6705102307034,6.831581824929231
train_mean_baseline,99,Cs2LiYCl6,1,0.0015505617977531472,2.4042418886514718e-06,0.0015505617977531472,,0.14704577699154697,0.021622460531047764,0.14704577699154697
train_median_baseline,99,Cs2LiYCl6,1,0.03349999999999964,0.001122249999999976,0.03349999999999964,,3.149114665247282,9.916923174875501,3.149114665247282
xgboost_original_params,100,Cs2NaLaBr6,1,0.07568568229675288,0.005728322504725012,0.07568568229675288,,8.108208569903695,65.74304621305973,8.108208569903695
train_mean_baseline,100,Cs2NaLaBr6,1,0.17704213483146125,0.03134391750568131,0.17704213483146125,,17.641314684951453,311.2159838134838,17.641314684951453
train_median_baseline,100,Cs2NaLaBr6,1,0.2084999999999999,0.04347224999999996,0.2084999999999999,,20.596792119491568,424.22784561354996,20.596792119491568
xgboost_original_params,101,Cs2NaLuBr6,1,0.07229263305664047,0.005226224794262066,0.07229263305664047,,8.312760298028024,69.10198377247097,8.312760298028024
train_mean_baseline,101,Cs2NaLuBr6,1,0.2973792134831461,0.0884343966118546,0.2973792134831461,,30.700454551922974,942.517909694688,30.700454551922974
train_median_baseline,101,Cs2NaLuBr6,1,0.3285,0.10791225000000002,0.3285,,33.62399087964849,1130.5727626746848,33.62399087964849
xgboost_original_params,102,Cs2NaYBr6,1,0.13622443199157708,0.018557095871427808,0.13622443199157708,,14.632551608982055,214.11156658952333,14.632551608982055
train_mean_baseline,102,Cs2NaYBr6,1,0.2873511235955055,0.08257066823159949,0.2873511235955055,,29.576332466457814,874.7594421664465,29.576332466457814
train_median_baseline,102,Cs2NaYBr6,1,0.3184999999999998,0.10144224999999986,0.3184999999999998,,32.50253032572107,1056.4144775744178,32.50253032572107
xgboost_original_params,103,Cs2NaYCl6,1,0.038954395294189315,0.0015174449127359586,0.038954395294189315,,3.7800589293244684,14.288845509165647,3.7800589293244684
train_mean_baseline,103,Cs2NaYCl6,1,0.022609550561797587,0.0005111917766064815,0.022609550561797587,,2.1566444466404278,4.651115269224997,2.1566444466404278
train_median_baseline,103,Cs2NaYCl6,1,0.05449999999999999,0.0029702499999999994,0.05449999999999999,,5.153121691711419,26.55466316958676,5.153121691711419
xgboost_original_params,104,Cs2SrP2O7,1,0.04265007400512699,0.0018190288126428093,0.04265007400512699,,3.4808658426396164,12.116427014455207,3.4808658426396164
train_mean_baseline,104,Cs2SrP2O7,1,0.3033033707865167,0.09199293473046323,0.3033033707865167,,26.538496118429634,704.2917762279047,26.538496118429634
train_median_baseline,104,Cs2SrP2O7,1,0.27200000000000024,0.07398400000000013,0.27200000000000024,,23.595229008480146,556.7348319626229,23.595229008480146
xgboost_original_params,105,Cs3CeCl6,1,0.1673493480682371,0.02800580429886397,0.1673493480682371,,15.359877872548168,235.92584825959483,15.359877872548168
train_mean_baseline,105,Cs3CeCl6,1,0.14385674157303274,0.020694762096010327,0.14385674157303274,,13.117862260874006,172.07831029526247,13.117862260874006
train_median_baseline,105,Cs3CeCl6,1,0.11299999999999999,0.012768999999999997,0.11299999999999999,,10.216947337216823,104.38601289146192,10.216947337216823
xgboost_original_params,106,Cs3LaI6,1,0.11095901489257809,0.012311902985931366,0.11095901489257809,,13.829192523516554,191.24656585248616,13.829192523516554
train_mean_baseline,106,Cs3LaI6,1,0.4076882022471908,0.16620967025154637,0.4076882022471908,,43.526956113443475,1894.5959085016343,43.526956113443475
train_median_baseline,106,Cs3LaI6,1,0.4384999999999999,0.1922822499999999,0.4384999999999999,,46.42121832212871,2154.929510510738,46.42121832212871
xgboost_original_params,107,CsCe2Cl7,1,0.2887002563476564,0.08334783801520251,0.2887002563476564,,25.705907899139333,660.793700919034,25.705907899139333
train_mean_baseline,107,CsCe2Cl7,1,0.026620786516854178,0.0007086662747759252,0.026620786516854178,,2.542083311737656,6.462187563815089,2.542083311737656
train_median_baseline,107,CsCe2Cl7,1,0.058499999999999996,0.0034222499999999995,0.058499999999999996,,5.537495502597096,30.663856441283066,5.537495502597096
xgboost_original_params,108,CsGd(PO3)4,1,0.27734851837158203,0.07692220064291178,0.27734851837158203,,21.371103493888597,456.7240645464974,21.371103493888597
train_mean_baseline,108,CsGd(PO3)4,1,0.2591797752808991,0.06717415591465735,0.2591797752808991,,22.934479705238004,525.9903593499739,22.934479705238004
train_median_baseline,108,CsGd(PO3)4,1,0.2280000000000002,0.05198400000000009,0.2280000000000002,,20.002933744217557,400.11735837555744,20.002933744217557
xgboost_original_params,109,CsGd2Cl7,1,0.1454365062713623,0.02115177735642,0.1454365062713623,,13.486366724090999,181.88208741666898,13.486366724090999
train_mean_baseline,109,CsGd2Cl7,1,0.1137724719101123,0.012944175364537293,0.1137724719101123,,10.457766336324767,109.36487674516754,10.457766336324767
train_median_baseline,109,CsGd2Cl7,1,0.08300000000000018,0.0068890000000000305,0.08300000000000018,,7.564841218056529,57.22682265440699,7.564841218056529
xgboost_original_params,110,CsGdP2O7,1,0.0485832557678223,0.0023603327410016387,0.0485832557678223,,3.9875419127840246,15.900490506209277,3.9875419127840246
train_mean_baseline,110,CsGdP2O7,1,0.29528089887640396,0.0871908092412571,0.29528089887640396,,25.88923241723427,670.2523551535737,25.88923241723427
train_median_baseline,110,CsGdP2O7,1,0.26400000000000023,0.06969600000000012,0.26400000000000023,,22.948096484874554,526.6151322791119,22.948096484874554
xgboost_original_params,111,CsLuP2O7,1,0.0022059822082520775,4.866357503124712e-06,0.0022059822082520775,,0.1834685349538745,0.033660703318121064,0.1834685349538745
train_mean_baseline,111,CsLuP2O7,1,0.24413764044943775,0.059603187484218945,0.24413764044943775,,21.687119245234157,470.3311411570058,21.687119245234157
train_median_baseline,111,CsLuP2O7,1,0.21300000000000008,0.045369000000000034,0.21300000000000008,,18.759568947292905,351.9214270882362,18.759568947292905
xgboost_original_params,112,CsSrCl3,1,0.2171529636383056,0.04715540961689928,0.2171529636383056,,18.393674693534024,338.32726873155394,18.393674693534024
train_mean_baseline,112,CsSrCl3,1,0.32035112359550544,0.1026248423889028,0.32035112359550544,,27.909447090911613,778.9372369203946,27.909447090911613
train_median_baseline,112,CsSrCl3,1,0.28900000000000015,0.08352100000000008,0.28900000000000015,,24.961651140624554,623.0840276662431,24.961651140624554
xgboost_original_params,113,CsYP2O7,1,0.03305995941162099,0.001092960916298027,0.03305995941162099,,2.713656184391141,7.363929887084286,2.713656184391141
train_mean_baseline,113,CsYP2O7,1,0.25416573033707834,0.06460021847778043,0.25416573033707834,,22.519763817867386,507.139762412529,22.519763817867386
train_median_baseline,113,CsYP2O7,1,0.2230000000000003,0.04972900000000014,0.2230000000000003,,19.58954975488689,383.75045959918896,19.58954975488689
xgboost_original_params,114,Gd(BO2)3,1,0.22655438613891565,0.051326889878780896,0.22655438613891565,,14.012275016332694,196.34385113334142,14.012275016332694
train_mean_baseline,114,Gd(BO2)3,1,0.9781938202247185,0.9568631499258288,0.9781938202247185,,73.0843685170218,5341.324921531847,73.0843685170218
train_median_baseline,114,Gd(BO2)3,1,0.9449999999999998,0.8930249999999997,0.9449999999999998,,69.96172118998572,4894.642431865297,69.96172118998572
xgboost_original_params,115,Gd(PO3)3,2,0.11268178939819329,0.015128287211215468,0.12299710245048648,-5.278870659390373,8.214678274072583,79.82425075070017,8.934441826476917
train_mean_baseline,115,Gd(PO3)3,2,0.5565718309859147,0.31227220304701353,0.5588132094421298,-164.66434653689538,45.75372361884604,2106.116379166818,45.89244359550729
train_median_baseline,115,Gd(PO3)3,2,0.5230000000000001,0.2760290000000001,0.5253846210158802,-142.71437129232382,42.59518523874124,1827.0629596997478,42.74415702408632
xgboost_original_params,116,Gd2GeO5,1,0.1658514308929444,0.027506697129237114,0.1658514308929444,,16.82363190686101,283.0345905375518,16.82363190686101
train_mean_baseline,116,Gd2GeO5,1,0.036648876404494324,0.0013431401417119007,0.036648876404494324,,3.5094382900482515,12.316157111656794,3.5094382900482515
train_median_baseline,116,Gd2GeO5,1,0.06849999999999978,0.00469224999999997,0.06849999999999978,,6.502187874331128,42.278447153098746,6.502187874331128
xgboost_original_params,117,Gd2SO2,1,0.06348230361938478,0.004030002872823755,0.06348230361938478,,10.320721326443731,106.51728869811045,10.320721326443731
train_mean_baseline,117,Gd2SO2,1,0.8890365168539325,0.7903859282997726,0.8890365168539325,,111.56560043898656,12446.883201311599,111.56560043898656
train_median_baseline,117,Gd2SO2,1,0.9184999999999999,0.8436422499999998,0.9184999999999999,,114.33217953537024,13071.847277308134,114.33217953537024
xgboost_original_params,118,Gd2Si2O7,2,0.15546967506408693,0.030614591044409677,0.17497025759942653,-0.47947761043367576,14.252515568597062,262.96678952368654,16.216250785051596
train_mean_baseline,118,Gd2Si2O7,2,0.14500000000000002,0.024480452680023745,0.1564623043420483,-0.1383047627055931,13.33202911840175,202.32570390873838,14.224124011999416
train_median_baseline,118,Gd2Si2O7,2,0.14500000000000002,0.021809000000000005,0.1476787053031005,-0.023971493616092854,13.33202911840175,182.0037656136394,13.490877125437004
xgboost_original_params,119,Gd2SiO5,1,0.015876159667968626,0.00025205244580283367,0.015876159667968626,,1.517074523756662,2.301515110631503,1.517074523756662
train_mean_baseline,119,Gd2SiO5,1,0.006564606741573442,4.309406167151148e-05,0.006564606741573442,,0.6234068992619086,0.38863616204734747,0.6234068992619086
train_median_baseline,119,Gd2SiO5,1,0.03849999999999998,0.0014822499999999983,0.03849999999999998,,3.6241444273573507,13.13442283034534,3.6241444273573507
xgboost_original_params,120,Gd3Al5O12,1,0.07537238121032708,0.005680995849314866,0.07537238121032708,,13.64061367111799,186.066341324691,13.64061367111799
train_mean_baseline,120,Gd3Al5O12,1,1.0394578651685396,1.0804726534607378,1.0394578651685396,,138.0098163861291,19046.709418933067,138.0098163861291
train_median_baseline,120,Gd3Al5O12,1,1.0684999999999998,1.1416922499999995,1.0684999999999998,,140.73651401871638,19806.76637814035,140.73651401871638
xgboost_original_params,121,Gd3Ga5O12,1,0.11956235885620137,0.014295157655259074,0.11956235885620137,,18.39008383156761,338.19518333208435,18.39008383156761
